customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,frequency_of_purchases
202,33,Male,Parka,Outerwear,64.01,Colorado,L,Blue,Winter,4.0,Yes,Bank Transfer,Store Pickup,No,No,42,Every 3 Months
203,26,Male,Sneakers,Footwear,49.49,Pennsylvania,XL,Gray,Fall,2.9,Yes,PayPal,Store Pickup,Yes,No,49,Weekly
204,22,Female,Backpack,Accessories,148.22,Michigan,XS,Pink,Winter,3.8,Yes,Venmo,Express,Yes,Yes,16,Weekly
205,18,Male,Shorts,Clothing,174.56,California,S,Red,Winter,3.4,No,Debit Card,Standard,No,No,35,Every 3 Months
206,44,Female,Jacket,Outerwear,68.83,Texas,XL,Yellow,Spring,3.8,No,Debit Card,Express,Yes,No,2,Quarterly
207,67,Female,Pants,Clothing,78.91,North Carolina,L,Red,Fall,3.0,No,PayPal,Store Pickup,No,No,39,Bi-Weekly
208,49,Male,Raincoat,Outerwear,151.84,North Carolina,S,Green,Spring,4.8,Yes,Venmo,Free Shipping,No,No,40,Every 3 Months
209,60,Female,Coat,Clothing,172.82,Oregon,M,Blue,Summer,3.8,Yes,Cash,Standard,Yes,No,9,Every 3 Months
210,32,Female,Belt,Accessories,146.15,Pennsylvania,L,Blue,Spring,3.8,No,Cash,Standard,Yes,Yes,3,Quarterly
211,72,Female,Boots,Footwear,186.69,Ohio,M,Yellow,Winter,3.2,Yes,Debit Card,Express,Yes,No,37,Weekly
212,47,Female,Sneakers,Footwear,93.17,North Carolina,M,Black,Winter,3.3,Yes,Credit Card,Standard,Yes,Yes,43,Monthly
213,38,Male,Shorts,Clothing,36.42,Florida,M,Purple,Spring,4.2,Yes,Debit Card,Standard,No,No,25,Quarterly
214,69,Male,Sneakers,Footwear,41.86,California,S,Green,Summer,4.6,Yes,Bank Transfer,Store Pickup,No,No,5,Annually
215,22,Male,Belt,Accessories,182.45,Georgia,S,Blue,Fall,2.8,No,Credit Card,Express,Yes,No,27,Every 3 Months
216,61,Female,Raincoat,Outerwear,51.11,Florida,S,White,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,41,Monthly
217,48,Male,Raincoat,Outerwear,35.79,Ohio,S,Purple,Summer,4.1,No,Debit Card,Store Pickup,No,No,34,Weekly
218,52,Female,Parka,Outerwear,81.93,Michigan,XL,Yellow,Winter,3.2,Yes,Venmo,Express,No,No,1,Monthly
219,67,Male,Pants,Clothing,195.32,Texas,S,Orange,Summer,3.2,No,Bank Transfer,Standard,No,No,48,Bi-Weekly
220,72,Male,Raincoat,Outerwear,51.7,Michigan,M,Yellow,Spring,4.3,Yes,Venmo,2-Day Shipping,No,No,9,Annually
221,29,Female,Loafers,Footwear,26.83,California,S,Brown,Summer,2.5,No,PayPal,2-Day Shipping,No,No,12,Bi-Weekly
222,72,Female,Scarf,Accessories,30.72,New York,XL,Green,Spring,4.6,No,Credit Card,Free Shipping,No,No,45,Every 3 Months
223,37,Female,Parka,Outerwear,44.56,New York,L,Orange,Winter,4.1,Yes,Venmo,Store Pickup,Yes,No,39,Monthly
224,64,Female,Boots,Footwear,42.92,Oregon,XS,Brown,Winter,4.6,No,Venmo,Standard,No,No,11,Annually
225,24,Female,Gloves,Accessories,45.32,Oregon,XS,Black,Fall,5.0,Yes,Credit Card,Store Pickup,No,No,42,Every 3 Months
226,31,Male,Jewelry,Accessories,144.77,Pennsylvania,M,Blue,Spring,2.6,No,Cash,Express,Yes,No,31,Quarterly
227,48,Male,Backpack,Accessories,49.28,Texas,XS,White,Spring,3.3,No,Credit Card,Free Shipping,Yes,Yes,24,Bi-Weekly
228,23,Female,Hoodie,Clothing,126.93,Michigan,L,Red,Winter,4.9,Yes,Cash,Express,No,No,3,Weekly
229,44,Female,Gloves,Accessories,138.91,Illinois,S,Blue,Spring,3.5,No,Cash,Express,No,No,3,Monthly
230,70,Female,Blouse,Clothing,55.94,California,S,Green,Fall,4.9,No,Credit Card,Free Shipping,Yes,No,30,Quarterly
231,42,Male,Belt,Accessories,86.78,Ohio,M,Green,Winter,2.6,No,PayPal,Express,No,No,17,Annually
232,60,Male,Jeans,Clothing,35.43,Pennsylvania,XL,Purple,Summer,3.9,No,Venmo,Next Day Air,No,No,34,Every 3 Months
233,48,Female,Parka,Outerwear,34.21,Colorado,XS,Gray,Summer,2.8,No,Debit Card,Express,No,No,13,Bi-Weekly
234,61,Female,Sneakers,Footwear,56.35,Massachusetts,S,Brown,Fall,3.3,No,Credit Card,Standard,No,No,24,Annually
235,35,Female,Parka,Outerwear,185.09,California,XL,Brown,Winter,2.8,Yes,Venmo,2-Day Shipping,Yes,Yes,6,Weekly
236,74,Female,Dress,Clothing,178.02,Illinois,L,Orange,Winter,3.9,No,Debit Card,Free Shipping,No,No,25,Bi-Weekly
237,74,Female,Jacket,Outerwear,144.29,California,L,White,Fall,2.6,No,PayPal,Free Shipping,No,No,17,Quarterly
238,65,Female,Shorts,Clothing,159.33,Pennsylvania,M,Purple,Spring,3.0,Yes,Cash,Store Pickup,Yes,Yes,33,Monthly
239,22,Female,Hoodie,Clothing,147.72,Ohio,S,Gray,Spring,2.9,No,Debit Card,Standard,No,No,15,Weekly
240,63,Male,Jacket,Outerwear,69.32,Massachusetts,L,Gray,Winter,4.1,Yes,Credit Card,Express,No,No,23,Quarterly
241,48,Female,Jacket,Outerwear,81.96,Massachusetts,M,Blue,Fall,2.6,Yes,Venmo,Express,No,No,14,Every 3 Months
242,44,Male,Boots,Footwear,175.63,Arizona,XS,Pink,Summer,4.1,No,Credit Card,Express,Yes,Yes,19,Every 3 Months
243,72,Female,Backpack,Accessories,102.62,Florida,L,White,Winter,4.0,Yes,Bank Transfer,Free Shipping,No,No,35,Every 3 Months
244,48,Male,Sunglasses,Accessories,80.53,Illinois,M,White,Fall,4.1,No,Bank Transfer,Free Shipping,No,No,12,Bi-Weekly
245,69,Female,Sneakers,Footwear,138.9,Washington,S,Red,Winter,5.0,Yes,Cash,Next Day Air,No,No,24,Every 3 Months
246,54,Male,Skirt,Clothing,81.77,Oregon,S,Orange,Winter,4.8,No,Venmo,Free Shipping,No,No,10,Every 3 Months
247,26,Female,Sandals,Footwear,150.53,North Carolina,S,Orange,Fall,4.1,Yes,Debit Card,Store Pickup,Yes,No,26,Monthly
248,47,Male,Sunglasses,Accessories,104.7,Massachusetts,XL,Brown,Spring,3.7,Yes,Credit Card,Store Pickup,No,No,24,Annually
249,72,Male,Backpack,Accessories,44.73,Florida,M,Purple,Winter,2.9,No,Debit Card,Standard,Yes,Yes,40,Bi-Weekly
250,35,Male,Hat,Accessories,157.01,New York,XL,Green,Winter,4.5,No,Debit Card,2-Day Shipping,Yes,Yes,27,Quarterly
251,20,Male,Raincoat,Outerwear,151.52,California,M,Gray,Summer,2.5,Yes,Bank Transfer,Express,No,No,14,Every 3 Months
252,42,Female,Sunglasses,Accessories,50.06,Massachusetts,XS,White,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,43,Bi-Weekly
253,30,Male,Jewelry,Accessories,190.66,Colorado,L,Red,Summer,3.1,No,Debit Card,Store Pickup,No,No,1,Annually
254,59,Male,Sneakers,Footwear,87.53,Washington,M,Gray,Spring,4.0,Yes,Credit Card,Store Pickup,No,No,1,Weekly
255,25,Female,Blouse,Clothing,105.39,New York,S,Orange,Spring,3.3,No,Bank Transfer,2-Day Shipping,No,No,17,Annually
256,24,Male,Loafers,Footwear,70.89,Arizona,XS,Pink,Summer,4.0,No,Venmo,Express,No,No,22,Every 3 Months
257,53,Female,Raincoat,Outerwear,183.86,Oregon,L,Yellow,Summer,2.5,No,Credit Card,2-Day Shipping,Yes,Yes,9,Weekly
258,59,Male,Sweater,Clothing,102.22,Illinois,M,Pink,Spring,2.7,Yes,Credit Card,Free Shipping,No,No,23,Every 3 Months
259,24,Male,Backpack,Accessories,21.74,New York,S,Yellow,Fall,4.7,No,PayPal,Store Pickup,No,No,5,Monthly
260,43,Female,Scarf,Accessories,68.93,Ohio,L,Purple,Summer,2.8,No,Credit Card,Express,Yes,Yes,37,Quarterly
261,67,Female,Jacket,Outerwear,130.04,Massachusetts,S,Pink,Winter,2.8,No,Credit Card,Standard,No,No,16,Every 3 Months
262,61,Male,Hat,Accessories,196.02,Washington,M,Gray,Spring,3.6,No,Cash,Free Shipping,No,No,42,Every 3 Months
263,53,Male,Jacket,Outerwear,22.1,Colorado,S,Gray,Winter,4.6,No,Credit Card,Next Day Air,No,No,20,Bi-Weekly
264,32,Female,Sunglasses,Accessories,92.59,Florida,XS,Pink,Winter,4.5,No,Cash,Next Day Air,Yes,Yes,31,Every 3 Months
265,20,Male,Sweater,Clothing,168.66,Arizona,XL,Brown,Fall,4.7,No,Bank Transfer,Store Pickup,No,No,29,Monthly
266,72,Female,Hat,Accessories,79.76,Arizona,XL,Brown,Winter,4.3,Yes,Cash,Standard,No,No,6,Every 3 Months
267,71,Female,Sneakers,Footwear,118.58,Pennsylvania,XS,Red,Summer,3.7,No,Bank Transfer,Store Pickup,Yes,Yes,16,Annually
268,72,Female,Boots,Footwear,58.81,Massachusetts,S,Yellow,Spring,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,49,Quarterly
269,50,Male,Parka,Outerwear,193.49,California,XL,Red,Winter,4.6,No,Venmo,Express,No,No,44,Annually
270,60,Female,Boots,Footwear,110.74,Ohio,L,Brown,Summer,3.2,No,PayPal,Next Day Air,Yes,No,8,Quarterly
271,53,Male,Handbag,Accessories,56.16,Michigan,M,Orange,Fall,4.8,Yes,Bank Transfer,Store Pickup,No,No,11,Annually
272,53,Female,Belt,Accessories,124.91,Washington,L,Orange,Fall,4.7,No,Credit Card,2-Day Shipping,No,No,6,Weekly
273,21,Male,Jacket,Outerwear,68.06,Arizona,S,White,Fall,2.9,Yes,PayPal,Express,Yes,No,2,Monthly
274,61,Male,Jacket,Outerwear,153.63,North Carolina,L,Black,Fall,4.2,Yes,Cash,Next Day Air,No,No,26,Every 3 Months
275,34,Male,Hat,Accessories,131.7,Arizona,L,Black,Fall,4.4,No,Venmo,Express,Yes,No,12,Monthly
276,22,Male,Jacket,Outerwear,193.25,Oregon,XL,Blue,Winter,2.6,Yes,PayPal,Express,No,No,10,Annually
277,63,Male,Hat,Accessories,27.19,Colorado,M,Brown,Spring,4.4,No,Bank Transfer,Free Shipping,Yes,Yes,36,Annually
278,38,Male,Belt,Accessories,192.26,North Carolina,XS,Gray,Summer,3.5,No,Credit Card,Free Shipping,No,No,14,Bi-Weekly
279,31,Female,Handbag,Accessories,199.39,Massachusetts,XS,Blue,Fall,3.6,No,Venmo,2-Day Shipping,No,No,15,Weekly
280,25,Female,Backpack,Accessories,66.19,Oregon,M,Red,Fall,3.8,No,Cash,Standard,No,No,18,Every 3 Months
281,24,Male,Sandals,Footwear,194.89,Arizona,XL,Gray,Spring,4.1,Yes,Bank Transfer,Express,No,No,43,Quarterly
282,62,Female,Shorts,Clothing,136.38,Texas,S,Red,Winter,4.3,Yes,Credit Card,Standard,No,No,11,Monthly
283,34,Female,Skirt,Clothing,89.85,Washington,L,Purple,Fall,2.5,No,Venmo,Standard,No,No,41,Every 3 Months
284,72,Male,Skirt,Clothing,84.39,North Carolina,XS,White,Fall,4.0,Yes,Cash,Next Day Air,Yes,Yes,42,Weekly
285,26,Female,Jacket,Outerwear,163.42,Massachusetts,XL,White,Summer,3.2,No,Bank Transfer,Store Pickup,No,No,23,Weekly
286,54,Female,Sneakers,Footwear,116.69,Texas,M,Black,Fall,3.0,No,Venmo,Express,Yes,Yes,14,Annually
287,60,Male,Gloves,Accessories,173.25,Colorado,XL,Pink,Spring,3.2,Yes,Credit Card,Express,Yes,No,31,Monthly
288,33,Male,Scarf,Accessories,71.32,Texas,S,Yellow,Winter,3.6,No,PayPal,Store Pickup,No,No,37,Bi-Weekly
289,28,Male,Handbag,Accessories,76.38,Arizona,S,Orange,Winter,3.2,Yes,Bank Transfer,Store Pickup,No,No,21,Quarterly
290,37,Female,Raincoat,Outerwear,119.3,New York,XL,Blue,Fall,4.6,Yes,Venmo,Express,No,No,16,Every 3 Months
291,72,Male,Sweater,Clothing,166.28,Michigan,L,Brown,Summer,4.8,No,Venmo,2-Day Shipping,No,No,30,Every 3 Months
292,75,Female,Sandals,Footwear,44.1,North Carolina,XL,Blue,Winter,3.4,Yes,Debit Card,2-Day Shipping,No,No,43,Bi-Weekly
293,54,Male,Loafers,Footwear,152.47,Georgia,M,Red,Summer,4.4,Yes,PayPal,Free Shipping,Yes,Yes,42,Bi-Weekly
294,47,Male,Backpack,Accessories,27.18,Washington,M,Blue,Fall,4.6,Yes,Venmo,2-Day Shipping,No,No,11,Quarterly
295,75,Male,Raincoat,Outerwear,113.0,Ohio,S,Gray,Winter,3.4,No,Cash,Next Day Air,No,No,38,Weekly
296,22,Female,Loafers,Footwear,58.07,New York,S,Yellow,Spring,4.2,No,PayPal,Store Pickup,Yes,Yes,43,Quarterly
297,59,Female,Jacket,Outerwear,24.04,California,S,Brown,Summer,2.8,No,Venmo,Express,No,No,3,Bi-Weekly
298,43,Male,Scarf,Accessories,178.13,Oregon,M,Blue,Summer,3.6,No,Cash,Express,No,No,14,Quarterly
299,50,Female,Boots,Footwear,50.19,Washington,M,Pink,Spring,3.1,Yes,Credit Card,Standard,No,No,12,Annually
300,29,Female,Jacket,Outerwear,182.29,Michigan,XS,Gray,Spring,2.7,No,Venmo,2-Day Shipping,No,No,0,Every 3 Months
301,73,Male,Parka,Outerwear,145.58,Ohio,S,Pink,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,6,Quarterly
302,32,Male,Sandals,Footwear,70.99,Colorado,XL,Purple,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,33,Weekly
303,62,Female,Blouse,Clothing,93.59,Texas,S,Purple,Fall,3.2,No,Venmo,Free Shipping,No,No,39,Monthly
304,68,Female,Jacket,Outerwear,52.17,North Carolina,XL,Pink,Fall,5.0,No,Bank Transfer,Next Day Air,No,No,47,Bi-Weekly
305,62,Male,Shorts,Clothing,38.05,North Carolina,L,Yellow,Spring,2.9,No,Credit Card,Standard,No,No,9,Quarterly
306,32,Female,Jacket,Outerwear,34.41,California,L,Purple,Fall,4.3,No,Debit Card,Store Pickup,Yes,Yes,0,Bi-Weekly
307,56,Male,Gloves,Accessories,130.73,Washington,XS,Yellow,Summer,4.1,No,Credit Card,Free Shipping,Yes,No,22,Every 3 Months
308,51,Male,Raincoat,Outerwear,152.65,Texas,XS,Gray,Fall,4.3,No,Venmo,Free Shipping,No,No,22,Monthly
309,43,Male,Boots,Footwear,67.0,Ohio,XL,Blue,Spring,3.8,Yes,Credit Card,2-Day Shipping,No,No,16,Annually
310,54,Female,Jewelry,Accessories,158.59,Arizona,M,Pink,Winter,4.7,No,Cash,Standard,No,No,16,Weekly
311,32,Male,Parka,Outerwear,164.03,Ohio,M,Gray,Spring,4.3,Yes,PayPal,Standard,No,No,25,Every 3 Months
312,29,Female,Belt,Accessories,76.5,Florida,XL,White,Summer,4.9,No,Debit Card,Next Day Air,No,No,47,Bi-Weekly
313,31,Male,Boots,Footwear,56.5,Florida,XL,Yellow,Summer,4.4,Yes,Credit Card,Store Pickup,No,No,42,Quarterly
314,72,Female,Hoodie,Clothing,86.82,Pennsylvania,L,Brown,Fall,3.7,No,Venmo,Free Shipping,No,No,25,Bi-Weekly
315,45,Female,Sneakers,Footwear,189.14,California,XL,Yellow,Winter,4.7,No,Cash,Standard,No,No,44,Annually
316,18,Male,Raincoat,Outerwear,88.3,Texas,M,Yellow,Fall,3.0,Yes,PayPal,Next Day Air,No,No,39,Monthly
317,31,Female,Scarf,Accessories,146.13,Pennsylvania,M,Purple,Fall,3.6,No,Venmo,Store Pickup,No,No,14,Weekly
318,72,Female,Gloves,Accessories,55.29,Arizona,S,Pink,Spring,2.9,No,Bank Transfer,2-Day Shipping,No,No,34,Every 3 Months
319,53,Male,Jewelry,Accessories,91.71,Oregon,S,Red,Summer,4.5,No,Bank Transfer,Standard,Yes,Yes,21,Monthly
320,69,Female,Handbag,Accessories,81.95,Ohio,XS,Yellow,Summer,3.9,No,Venmo,Express,No,No,49,Monthly
321,49,Female,Handbag,Accessories,180.13,Ohio,XL,White,Winter,4.1,Yes,Debit Card,Store Pickup,No,No,21,Quarterly
322,39,Male,Jacket,Outerwear,76.43,Washington,M,White,Winter,3.2,No,PayPal,Store Pickup,Yes,Yes,28,Quarterly
323,26,Male,Boots,Footwear,139.16,Oregon,XS,Black,Summer,3.5,Yes,Cash,2-Day Shipping,No,No,3,Weekly
324,23,Male,Parka,Outerwear,67.24,New York,XS,Orange,Winter,3.3,Yes,PayPal,Next Day Air,No,No,40,Bi-Weekly
325,60,Female,Boots,Footwear,174.87,Pennsylvania,L,Pink,Fall,3.9,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,38,Quarterly
326,52,Female,Parka,Outerwear,183.61,Georgia,XL,Black,Spring,3.6,Yes,PayPal,Express,No,No,19,Weekly
327,72,Male,Hoodie,Clothing,81.9,Georgia,XL,Red,Winter,4.9,No,Credit Card,Next Day Air,No,No,18,Annually
328,30,Female,Sneakers,Footwear,178.79,Ohio,L,Black,Summer,4.3,No,Cash,Express,No,No,16,Weekly
329,66,Female,Parka,Outerwear,71.24,Oregon,XL,White,Winter,3.0,Yes,Debit Card,Free Shipping,Yes,Yes,29,Annually
330,49,Male,Raincoat,Outerwear,77.72,New York,XS,Gray,Spring,3.0,Yes,PayPal,Express,No,No,45,Quarterly
331,18,Female,Shorts,Clothing,59.09,Ohio,M,Pink,Fall,3.7,No,PayPal,Standard,Yes,No,9,Weekly
332,48,Male,Backpack,Accessories,54.59,Massachusetts,M,Purple,Spring,2.8,No,Debit Card,Next Day Air,Yes,No,28,Bi-Weekly
333,67,Male,Shorts,Clothing,113.81,Florida,L,Purple,Fall,4.8,Yes,Bank Transfer,Standard,No,No,47,Annually
334,37,Male,Dress,Clothing,84.88,California,S,Blue,Summer,4.1,Yes,Debit Card,Free Shipping,No,No,37,Weekly
335,20,Female,Jacket,Outerwear,143.91,New York,M,Blue,Summer,2.9,Yes,Venmo,Free Shipping,Yes,No,48,Every 3 Months
336,27,Male,T-Shirt,Clothing,42.65,Florida,M,Gray,Fall,4.5,No,Debit Card,Standard,No,No,44,Quarterly
337,20,Female,Scarf,Accessories,147.19,North Carolina,M,Gray,Winter,3.0,Yes,PayPal,Free Shipping,Yes,No,17,Annually
338,46,Female,Sneakers,Footwear,167.5,North Carolina,M,Pink,Spring,4.4,No,Bank Transfer,Express,No,No,1,Annually
339,22,Female,Gloves,Accessories,54.18,Washington,L,Gray,Summer,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,33,Every 3 Months
340,26,Male,T-Shirt,Clothing,177.23,Florida,XS,Pink,Summer,2.7,No,Cash,Store Pickup,No,No,31,Annually
341,56,Male,Hat,Accessories,22.36,Colorado,S,Orange,Winter,4.8,No,Cash,Store Pickup,No,No,3,Monthly
342,21,Female,Raincoat,Outerwear,115.22,Oregon,XS,White,Spring,4.9,No,Credit Card,Standard,No,No,46,Bi-Weekly
343,60,Male,Jacket,Outerwear,122.6,New York,XL,Gray,Winter,4.4,No,Venmo,Free Shipping,Yes,Yes,44,Every 3 Months
344,29,Female,Jacket,Outerwear,110.84,Washington,S,Gray,Winter,4.8,No,Venmo,Free Shipping,Yes,No,26,Every 3 Months
345,33,Male,Parka,Outerwear,87.51,North Carolina,M,Yellow,Winter,3.6,Yes,Bank Transfer,Standard,Yes,No,38,Weekly
346,32,Male,Sandals,Footwear,174.03,California,M,Gray,Summer,2.7,No,Debit Card,Express,Yes,Yes,37,Bi-Weekly
347,23,Female,Sandals,Footwear,122.43,Florida,XS,Yellow,Winter,2.9,No,Bank Transfer,Store Pickup,No,No,36,Weekly
348,54,Female,Hat,Accessories,34.13,California,M,Yellow,Winter,3.5,No,Debit Card,Store Pickup,No,No,41,Annually
349,51,Male,Blouse,Clothing,77.48,Michigan,S,Yellow,Summer,2.9,No,Cash,Next Day Air,Yes,No,36,Annually
350,68,Female,Shorts,Clothing,46.64,Pennsylvania,XS,Pink,Spring,3.9,Yes,Cash,2-Day Shipping,No,No,27,Every 3 Months
351,30,Female,Boots,Footwear,91.16,Michigan,S,Gray,Summer,3.1,Yes,Cash,Free Shipping,No,No,43,Annually
352,45,Female,Sweater,Clothing,82.7,Pennsylvania,M,Brown,Spring,4.4,Yes,PayPal,2-Day Shipping,No,No,28,Annually
353,70,Male,Loafers,Footwear,55.94,Pennsylvania,S,Blue,Spring,4.3,Yes,Venmo,Express,Yes,No,18,Weekly
354,48,Male,Belt,Accessories,79.74,Oregon,XL,Black,Summer,3.9,No,Venmo,Next Day Air,Yes,Yes,9,Every 3 Months
355,60,Male,Blouse,Clothing,65.98,California,M,Black,Fall,2.6,No,Credit Card,Standard,No,No,24,Every 3 Months
356,19,Female,Handbag,Accessories,176.13,Washington,L,Black,Winter,3.8,No,PayPal,Next Day Air,No,No,38,Annually
357,47,Male,Jeans,Clothing,27.16,Colorado,XL,White,Fall,3.7,No,Credit Card,Free Shipping,Yes,Yes,22,Every 3 Months
358,50,Female,Gloves,Accessories,166.14,Washington,M,Purple,Spring,4.9,No,Debit Card,Express,No,No,21,Quarterly
359,51,Male,Sneakers,Footwear,95.12,Michigan,S,Purple,Fall,4.8,Yes,Venmo,Express,No,No,13,Every 3 Months
360,37,Male,Boots,Footwear,97.41,Colorado,S,Orange,Summer,3.3,No,Bank Transfer,Standard,No,No,11,Monthly
361,74,Female,Sneakers,Footwear,193.02,Illinois,L,Orange,Fall,2.9,Yes,Debit Card,Express,No,No,1,Annually
362,32,Male,Gloves,Accessories,84.67,Oregon,L,Green,Winter,4.3,Yes,Cash,Next Day Air,No,No,30,Bi-Weekly
363,44,Male,Boots,Footwear,186.58,Ohio,S,Orange,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,20,Quarterly
364,20,Female,Loafers,Footwear,149.64,Ohio,XL,Brown,Spring,3.8,No,Credit Card,Express,No,No,33,Annually
365,42,Male,Parka,Outerwear,54.17,Georgia,L,White,Fall,3.7,No,Venmo,Standard,Yes,Yes,9,Quarterly
366,25,Male,Jacket,Outerwear,160.17,Colorado,XL,Green,Winter,3.5,No,Debit Card,Next Day Air,No,No,37,Every 3 Months
367,38,Male,Loafers,Footwear,149.31,Texas,XS,Blue,Winter,4.1,Yes,Bank Transfer,Next Day Air,Yes,No,32,Annually
368,20,Male,Loafers,Footwear,184.21,Michigan,S,Green,Summer,2.9,No,Cash,Free Shipping,No,No,19,Every 3 Months
369,25,Male,Raincoat,Outerwear,192.88,California,XL,White,Spring,3.6,No,Venmo,Standard,No,No,38,Quarterly
370,48,Female,Boots,Footwear,93.83,Texas,XL,Brown,Spring,3.1,No,Venmo,Store Pickup,No,No,35,Bi-Weekly
371,59,Female,Jeans,Clothing,26.61,Massachusetts,XS,Orange,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,No,10,Every 3 Months
372,65,Female,Scarf,Accessories,187.67,Texas,M,Yellow,Fall,4.7,No,Cash,2-Day Shipping,No,No,4,Monthly
373,73,Female,Jacket,Outerwear,79.26,Ohio,XL,Black,Summer,4.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,5,Quarterly
374,38,Female,Backpack,Accessories,114.57,Michigan,M,Green,Winter,3.8,No,Cash,Express,No,No,39,Bi-Weekly
375,19,Female,Gloves,Accessories,132.58,Texas,S,Brown,Winter,3.5,Yes,Venmo,Store Pickup,Yes,Yes,40,Bi-Weekly
376,37,Female,Sunglasses,Accessories,111.2,Pennsylvania,XS,Blue,Fall,3.4,No,Venmo,Standard,No,No,11,Bi-Weekly
377,48,Female,Handbag,Accessories,163.51,Washington,S,Pink,Summer,4.1,No,Venmo,Free Shipping,No,No,29,Quarterly
378,64,Female,Hoodie,Clothing,119.93,California,S,Brown,Fall,4.5,No,PayPal,Standard,Yes,No,17,Weekly
379,71,Male,Backpack,Accessories,122.78,Ohio,S,Brown,Spring,4.7,No,Bank Transfer,Free Shipping,No,No,45,Weekly
380,74,Male,Backpack,Accessories,86.89,Massachusetts,M,Black,Fall,2.9,Yes,Credit Card,Express,Yes,No,28,Annually
381,27,Male,Pants,Clothing,81.22,Georgia,XL,White,Fall,2.9,No,Venmo,Store Pickup,No,No,8,Bi-Weekly
382,73,Male,Pants,Clothing,20.74,Colorado,XS,Orange,Spring,3.3,No,Credit Card,2-Day Shipping,No,No,49,Every 3 Months
383,37,Male,Hat,Accessories,77.76,Florida,M,White,Fall,4.4,No,PayPal,Express,No,No,10,Monthly
384,53,Male,T-Shirt,Clothing,57.18,Pennsylvania,XL,Yellow,Fall,2.9,No,PayPal,2-Day Shipping,No,No,15,Bi-Weekly
385,39,Female,Dress,Clothing,29.13,California,L,Orange,Spring,2.8,Yes,Cash,Next Day Air,No,No,11,Every 3 Months
386,39,Male,Parka,Outerwear,148.32,Washington,XL,Blue,Winter,3.9,Yes,Bank Transfer,Next Day Air,No,No,6,Quarterly
387,32,Male,Jewelry,Accessories,175.0,Michigan,M,Yellow,Winter,3.0,No,PayPal,Free Shipping,No,No,29,Quarterly
388,40,Female,Sweater,Clothing,103.02,New York,M,Yellow,Summer,3.8,No,Bank Transfer,Standard,No,No,20,Annually
389,43,Female,Dress,Clothing,62.94,Florida,XL,Green,Winter,3.5,Yes,Bank Transfer,2-Day Shipping,No,No,27,Quarterly
390,60,Male,Gloves,Accessories,153.09,Oregon,XL,Pink,Spring,4.0,No,Venmo,Standard,Yes,No,11,Monthly
391,61,Female,Jacket,Outerwear,78.93,Washington,XS,Blue,Summer,4.5,No,Bank Transfer,Standard,No,No,48,Bi-Weekly
392,42,Female,Loafers,Footwear,55.22,Washington,M,White,Fall,4.8,No,Bank Transfer,Free Shipping,No,No,5,Annually
393,43,Male,Skirt,Clothing,173.45,California,M,Gray,Spring,2.5,No,PayPal,Standard,No,No,18,Weekly
394,43,Female,Loafers,Footwear,148.12,Ohio,L,Purple,Summer,4.2,No,Debit Card,2-Day Shipping,No,No,24,Monthly
395,73,Male,Jacket,Outerwear,44.17,Texas,XS,Green,Winter,4.1,No,Debit Card,Standard,Yes,Yes,26,Quarterly
396,50,Female,Parka,Outerwear,119.37,Georgia,L,Yellow,Summer,3.0,No,Venmo,Next Day Air,Yes,No,15,Every 3 Months
397,54,Female,Backpack,Accessories,26.02,California,XL,Pink,Fall,2.8,No,Bank Transfer,Standard,No,No,9,Every 3 Months
398,51,Male,Jewelry,Accessories,64.14,Washington,XS,Orange,Fall,4.0,No,Venmo,Standard,No,No,30,Quarterly
399,44,Female,Parka,Outerwear,192.9,Arizona,M,White,Summer,2.6,No,Bank Transfer,Free Shipping,No,No,46,Annually
400,55,Male,Hat,Accessories,123.11,Washington,M,Brown,Spring,3.2,Yes,Venmo,Standard,No,No,50,Monthly
401,35,Female,Scarf,Accessories,22.56,Texas,XL,Green,Summer,4.1,Yes,Debit Card,Free Shipping,No,No,50,Every 3 Months
402,51,Male,Loafers,Footwear,81.71,Texas,S,Brown,Summer,4.6,No,Cash,Next Day Air,Yes,Yes,28,Every 3 Months
403,71,Female,Boots,Footwear,29.78,Illinois,XS,Red,Summer,3.7,No,Cash,Store Pickup,No,No,48,Annually
404,42,Female,Loafers,Footwear,67.27,North Carolina,L,Red,Fall,4.8,No,Bank Transfer,Free Shipping,No,No,33,Every 3 Months
405,58,Female,Sweater,Clothing,192.11,Ohio,XL,Orange,Fall,3.3,Yes,Credit Card,Free Shipping,No,No,41,Annually
406,65,Male,Raincoat,Outerwear,152.18,Michigan,S,Gray,Fall,4.2,No,PayPal,2-Day Shipping,No,No,0,Every 3 Months
